Polarity,Review Text
0,"كللشش مو اللي تتوقعه! : واحد من الريموتات ما يشتغل. حارست واجد عشان ارجعه. ما شفت ولا شي تغير على ال Turbo كلش لما شغلته. ادا كنت تستخدم الريموتات الاصلية ،فتنسيق التحكم بيصير مو عدل فيها. على كلٍ، مو راضية."
0,"خسارة فلوس. اشتريت هاللعبة قبل تقريباً ?? دقيقة. شغلتها لمدة ? دقايق وبغيت افلتها بعيد. الرسومات ضعيفة، تشتغل بشكل متقطع وممل. تمنيت صدق تمنيت لو استاجرتها اول. انا رايح عشان اغيرها تجاريا اسرع ما يمكن."
0,"خسارة فلوس. اشتريت هاللعبة قبل تقريباً ?? دقيقة. شغلتها لمدة ? دقايق وبغيت افلتها بعيد. الرسومات ضعيفة، تشتغل بشكل متقطع وممل. تمنيت صدق تمنيت لو استاجرتها اول. انا رايح عشان اغيرها تجاريا اسرع ما يمكن."
0,"لا تشتري من هالشركة: اشتريت هالمنتج ورحت سيدة لتثبيته. ما اشتغل المنتج، ولما جربت اتصل في البايع ما كان مو مفيد بس، الا ما ساعدني في ترجيع المنتج، وهذا هو خوش مثال لسوء إدارة الشركة ونصيحتي لاي مشترين في المستقبل هو ان يجوفون مكان غير! دلين يبيعون قطع جودتهم كجرة وخدمة العملاء مو موجوده. لا تضيع وقتك في انك تاخذ من هناك!"
0,"اكجر كتاب دوروا عنه : عقب قراءة ازيد من عشرين تقييم عن هالكتاب، اكيد لازم أضيف كتاب ثاني لاني ما اوافق ابدا هلى الي انكتب في التقييمات وانصدمت ان قلة قليلة من النهاية فهموا ان نهاية ""الثلاثة"" كانت ماحد يصدقها. ما امبي اتخلى عن النهاية للي يفكرون في قرايته. اذا كنت تعرف شيء عن اللي انكشف بتندم على تضييع وقتك في قراية الكتاب. نصيحتي للكاتب انه يحتاج انه يسوي ابحاث احسن او يحتفظ باللي يعرفه. هالكتاب هو اهانة للجمهور لانه يسوي انطباع غلط للي يقرا عن المشكلة اللي يتكلم عنها."
0,"نوعية كجرة: رائحة الإسفنج تبين انه چنه في نوع من المواد الكيميائية استخدموه فيها. اداة التدليك مسننة. ريحة ملح التسبوح خايسة نفس ريحة الاسفنجة. اني بصراحة افكر في ان افلت اغلبية هالمنتج و اشتري كل شي محليا. تتصنع كل قطعة بروحها في السلة في الصين، واقدر بصراحة احصل على سلع احسن في مكان ثاني."
0,"نوعية كجرة: رائحة الإسفنج تبين انه چنه في نوع من المواد الكيميائية استخدموه فيها. اداة التدليك مسننة. ريحة ملح التسبوح خايسة نفس ريحة الاسفنجة. اني بصراحة افكر في ان افلت اغلبية هالمنتج و اشتري كل شي محليا. تتصنع كل قطعة بروحها في السلة في الصين، واقدر بصراحة احصل على سلع احسن في مكان ثاني."
0,مافي عطر: حسيت بخيبة امل كبيرة لاني حصلت المنتج بدون عطر. فيه بس غسول ولوشن للجسم ومجموعة من الاشياء اللي ما منها فايدة. مافي رش للجسم يكون سعره زين.
0,خيبة امل من الاول: انا معحب كبير بالفيديو الاول. بعد هو واحد من خيبات الامل. ما اهتمت فيه ولا وحدة من بناتي. على كلٍ انا ما اوصي فيه ابدا
0,ينرفزني هالشي لما ما يحط البايعين القياسات: ما اوثق في البايعين اللي ما يحطون قياسات ومعلومات أكيدة.دلين دايما يخشون شي.
0,المنتج مو نفس الي محطوط: حبيت هالمجموعة العجيبة من القلاصات. طلبت مجموعة وحدة وحصلت بس قلاص واحد. كتبت للبايع اكثر من مرة وما حصلت اي رد. ما زلت للحين احارس ال?? قلاص الباقيين. لاحظت ان مو بس اني اللي عندها هالمشكلة. الحين اني قاعدة ويا قلاص واحد مبالغ في سعره. حدي مو مستانسة بهالشي.
0,"كلش سطحية: يعطينا الكتاب شرح سطحي بس ان شلون عمل TDD. التبسيط المبالغ فيه ممكن يوصل الى الترميز الغلط. مو لازم تكون القواعد كاملة، لكن لازم ان يكون الاطار محطوط من البداية، يبدي الكتاب يطلع لينا كانه اعلان تجاري."
0,"مخيب للامال و  حده طويل: اشتريت هالفيديو لان كنت افكر اني شفته قبل سنوات، كنت غلطان. هالفلم فيه شي من الحماس في البداية لكن مو چدي بعدين. مستانس للتقدم السريع.... ما بوصي فيه برايي المتواضع.. نهاية مو صدقية."
0,"رف كجرة : حصلت انا وزوجتي هذا كهدية زواج. يبين الرف عجيب ويبين ان التوابل زينة بس جودة رف التوايل تهد  واجد من الاشياء اللي تنبغى. يبين ان الغراش مصنوعة من الزجاح او البلاستك الثقيل، بس المغاطي مصنوعة من البلاستك بو رخوص. قواطي بهارات التوابل تطيح من الرف كل شوية. لو كنت مشتري هالرف جان رجعته."
0,خيبة امل : ما عمري حسيت بخيبة امل نفس الحين ويا هالمنتج. ما سوا اي شي لرجلي وكان عندي امال كبيرة!
0,"مضيعة للوقت : اذا كان ما عندك صبر ما له نهاية، فلا تشتري هالكتاب. مع انه فيه اكثر من ??? صفحة من المعلومات الغذائية الشاملة حدها، الا انه مو مرتب. فيه جدول للأشياء المذكورة بس حده قصير وما في فهرس ابدا. المحتويات مرتبة ابجديا لكن ما في تشفير او تظليل ملون على حدود الصفحات عشان تبين المكان الي تبين عنده الA وتوقف عنده B وجدي. كرهت استخدامه وسويت هالشي لمدة اسبوع تقريباً. عقب طلعت واشتريت كتاب جديد عشان احسب السعرات الحرارية فيه بعد معلومات عن الدهون والكربوهيدرات. وهو كل اللي ابغيه واحتاجه. كتابي الجديد مالي فيه ""جدول المحتويات"". وفهرس فيه ولونه مرمز ويخسر تقريبا نص سعر الكتاب الي قبله."
0,عداد الاكل الاكثر اكتمالا: اضطريت ارجع هالكتاب الى امازون لاني ما قدرت اقرا الرسوم البيانية في الكتاب.
0,"المعلومات المضللة تزدهر: اي كتاب عن الطب البديل بيكون احسن من دا بواجد لو ما كان كاتبنه طبيب ملتزم بالموقف الاناني القبلي اللي عفى عليه الدهر لواجد من اللي يستخدمون الطب الغربي.. اي ادمي قام يدور صدق في المواضيع اللي يقول انه خبير، بيعرف ان العلاج بتقويم العمود الفقري هو واحد من بدايل العلاج الأزيد امان للعلاج المتعود عليه بالحبوب والجراحة لواجد من المشاكل الصحية. احسن للدكتور فلان ان يسوي شغله على البحث الصدقي بدل المعلومات الغلط، ولازم اي واحد مهتم بالمواضيع الي يتكلم عنها أن يدور في مكان ثاني عن الحقايق."
0,"ساعتين مملتين: النجاح من وقت للأفلام عطاه هالانطباع الغلط انه ممثل وكاتب. يبين هالفيلم انه مو جدي. استانست ب Happy Gilmore و اقل بشوي Big daddy و Little Nicky. بس ساندلر هي المهر في خدعة وحدة. وشفنا كلنا الحيلة، عشان جذي صار مو غريبة الحين."
0,"وحدة من احسن الموسيقى التصويرية للعبة - بالنسبة للعبة ما لعبتها صدق: مع اني لعبت جزء صغنون من اللعبة بس، الا ان الموسيقى الا سمعتها خلتني اشتري الموسيقى التصويرية، وللحين هو واحد من الألبوماتي المفضلة. فيه مزيج حليو من الأغاني الممتعة والملحمية والعاطفية. ديك المقاطع الحزينة والحليوة اللي احبها بشكل خاص، لانه مافي واجد منها في الموسيقى التصويرية لالعاب البليستيشن الثانية. لازم اعترف  ان وحدة من الاغاني دمعت عيوني في واجد مناسبات. تحلطمي الاولي عن هدا الصوت اي يستخدمون في تاثيرات نغمات الجيتار في واجد من الاغاني، واللي اشوفها مو منظمة. لكن حتى لو ما حطوا هالتاثيرات، بظل اعتبر ان المجموعة تستحق هالشي."
0,"ماتت البتاري في سنة: اشتريت هالچارچ في يوليو ???? واشتغل بشكل زين لفترة من الوقت. التصميم حليو ويريح. وبعد ،عقب سنة ،ما صار البتري يشحن. دور في مكان ثاني عن چارچ يجي ويا بتاري فيها قوة وتطول ازيد."
0,"تشتغل بشكل زين، لكن مها للطاقة احسن: جيك من موقع مها للطاقة. يشتغل هالجارج في ??? دقيقة في الشحن السريع، ويا خيار لشحن ابطا (احسن للبتاري). عندهم بتاري ام ???? مللي امبير."
0,"اخس سلسلة! :ببساطة، هدا هو اخس حفل تنكري في الحياة. عطيته نجمتين لانه صار احسن بشوي على كل هالسنين. هالوين ? احسن."
0,شير جهاز الDVD عقب سنة وحدة: بديت بعد في احصل مشاكل القرص الي مو عدلة الي قريت عنها اهني
0,"دي في دي مو صحيح: احب نوعه، لكن عقب جم سنة،طلعت لي مشاكله، صار ما يشتغل للحين، وانا استخدم جهاز PS2 المشدوخ. ما اوصي فيه، بقوم بالترقية الحين للمسجل. اتمنى ان ينجح بس اتوقع اني بهد JVC. حبيته صدق... قبل لا يشير. عطاني جهاز الDVD مشاكل يمكن عقب سنة من اخذته."
0,"مشاكل تحديد قائمة الDVD: ما اقدر امرر من قائمة DVD اللي يصير اعدادها راسيا. الحبات المثلثة تخليك تقدر تختار افقيا بس. عشان جذي ما اقدر اختار اي شي على اغلب الDVD. مافي مميزات خاصة، ولالغة محددة، ولاشي، بس لعب."
0,"تضييع للفلم: هذا اخس فلم شفته في حياتي كلها ( اخس من همس الحصان). مظلم وااجد، وحزين واجد، انت تدري مئة بالمئة اذا كانت البنية بتنتحر عقب شوي."
0,"مو "" دليل نهائيًا"": اولا، استانست بتنسيق ونبرة الكتاب ( جيف تكلم المولف القارئ). وبعد، ما حسيت انها اي أسرار من داخل اللي وعد الكتاب بتكلم عنها. اذا كنت توك مبدي تدور عن كلية حقوق. وما تدري كل متطلبات القبول، فممكن هالكتاب مساعدة كبيرة. لحد الحين، بالنسبة للجدد على الشي كامل، يقدر هذا الكتاب يأكد توضيح المتطلبات ليك."
0,"كلش ضعف: عندي اضطراب ثنائي القطبية، وبقول ان دا بس تاريخ عادل من الاكتئاب الهوسي. عشان جدي بروحه بعطيه نجمتين. يبين ان الممثلين في هالفلم الوثائقي الي مدته نص ساعة ينتصرون على هالاضطراب. بيكون يضحك لو ما كان حده تراجيدي."
0,"شفت ان هالكتاب مخيب للامال حده. حبيت الفلم ازيد من الكتاب. الرومانسية ما كانت، متطورة وما خبروا عنها عدل. اقصد، وش هو الشعور اللي عندهم ويجبرهم ويا بعض طول الوقت؟ اكيد ما يبين نفس الحب. انت بس ما تطالع ادمي وتقول انك تحبه او تحبها، ولازم تبني صداقة قويه وياه عقب العلاقة. ما كان العرس بالشرير هو اللي ما كنت حاطتنه في بالي بالنسبة للبطل، وكانت النهاية مكتوبة عدل بس كانت القصة كلها مخيب للآمال. ما اوصي ان تقرا دا"
0,"منتشر وضعيف: هالالبوم ما ليه اي مضمون عشان تدعمه. تأليف الغناء وانتاجها ضعيف وتقدر تتوقعهم، بدون معنى."
0,"طويل وممل: قريت هالكتاب على امل عود، كان ممل واجد كله على بعضه."
0,"ما عجبني: هالمنتج تفوح منه ريحة لما تفتح الكارتون وشكله ان وحدة من البطانات تسرب، عشان جدي خسرت ?? دولار وما لبسته عقب. ما بشتري هالمنتج مرة ثانية. لا تخسر فلوسك على شيء يمكن ما تقدر تستخدمه."
0,"اذا اشتريت كيبل البيانات هدا، فانت تحتاج الى انك تعرف انك ما بتحصل اي توجيهات او معلومات حقيقية عن اللي لازم يتحققون منه في حالة ما في شيء. و على اساس التوجيهات، نزلت كل الملفات من موقع اس اي، عقب نزلت ادلة المستخدم. يبين ان كل شي تثبت اوكي. عقب دورت في موقع اس اي عشان احصل على معلومات عن استكشاف الاغلاط وتصليحها على الكابل ابو العلامات التجارية على امل ان يساعدني اي شي في ان اعرف المشكلة. عقب يومين كاملين من ضرب راسي في الطوف، فلت اخيرا الواير والسيدي الي بدون فايدة الي جا وياه في الخمام."
0,"خسارة فلوس! : نفس واجد من السيديات لباربي، لان وقت اللعب محدود - يوصل متوسطه حوالي ? دقايق لبناتي ثنتينهم ( اعمارهم بين ? و? سنوات). نفس افلام باربي وغيرها من السي ديات، الرسومات الكجرة."
0,"يشتغل كلش زين: اشتريت هالعنصر للاتصال بليت قوي. الوحدات تشتغل زين. مو متاكد من ان يشمل النطاق المطلوب، لكني ما اصدق صدق كل اللي يقوله الصانع عن منتج مثل هادا."
0,"ثلاثة ايام من الاستخدام و انكسر: خيبة امل عودة في المنتج. اشتغلت بشكل مثالي لمدة ثلاثة ايام بالضبط و ما قدرت انعشها. كان الشي مو مكلف واجد، عشان جدي ما بغيت ان ادفع نص السعر مرة ثانية لشحنه مرة ثانية عشان اغيره، لان الشركة ما بتسوي شي لما طرشت حقي استفسار عن رضا المنتج."
0,"دبل الشحن مقابل تاخر التاجر: خلص الزوح الثاني للصروال من الستور مال التاجر، عشان جدي لما شحنوه، دفعوني ? دولارات مرة ثانية لما كان الزوج الثاني في المخزون عقب اسابيع. ما بشتري من بياعين امازون مرة ثانية."
0,"كتاب عظيم- حالة مو مقبولة: كنت احارس متى احصل هالكتاب، واني رايحة الى نيو اورليانز الى مطعم انطوان. قرات الكتاب قبل ثلاثين سنة على الاقل وبغيت نسخة حقي جا هالكتاب من غير غطا الغبار وكان معفن لدرجة اني ما قدرت اقراه من غير ما غسل عيوني. طرشته مرة ثانية، على نفقتي الخاصة، وللحين ما حصلت رد."
0,حليو: حبيته.. لكنه شيء مو زين ابدا في وصف سي دي ان ما تصير ولا اي ترجمة.
0,"الكاتب مفقود: قريت كل روايات النقد للحين، ما عدا وحدة. استانست ابها واجد في البداية، لكن ما انحل ولاشي ابدًا. يمكن تتوقع ان عقب ?? كتاب يكون من الممكن حل شيء وتدخيل مشكلة جديدة. اما بالنسبة لهالكتاب; فهو عبارة عن رواية ثانية من روايات النقد، كنت اتأمل ان اعرف زيادة عن هاللعنة، والأسباب الي تخلي الصبيان يقتلون البنات. ولا شيء. ما بشتري اي كتب غير مال هالكاتب. وش هالفشلة."
0,"بداية عجيبة.. نهاية كجرة: كانت باريشيا كورويل، قاسية ومو عادية، تاخذ الأنفاس في البداية! علاقتها بعايلتها، وتفانيها الاستثنائي في شغلها. الا ان القصة صارت مملة يوم قربت نهايتها... ما كانت النهاية عظيمة كلش."
0,"مزيج عجيب و يجيب الحيرة: هذا فيه كل شيء تقريباً. الحاخام، اكيد،يتعلم ويتدين، حتى لو كان تعليمه يسبب شوية توتر. وعن كل هالموضوع، تتكشف الدراما الرتيبة للحياة: الحب والخسائر والتغييرات الي ما يعرف احد شلون يطلع منها."
0,"خيبت ظني لأقصى حد: ما قريت لهالمؤلفة، بس عرفت بأشياء واجد سوتها. لما قريت إن هالكتاب تحول فيلم، بين انه فرصة حليوة حق قرايته، قبل لا تشوف الشاشة تخرب شغلها. الحين ادعي الله ان الشاشة تسوي هالشي. حسّيت بخيبة أمل كبيرة بهالعمل. هو شي مو واقعي، وفشل في شد انتباه القاري، وفِي النقاط اللي كان لازم يشتغل فيها عدل، خلا عندي صعوبة في أني اعرف اذا ابغي استلمه أو لا. أتمنى انها كتبت أحسن من ده. شخصياتها مو متعاطفة، وما تجذب انتباه القاري، وتملل بشكل عام. عندي واجد كتب ثانية زينة اللي لازم أقراها قبل لا آخر كتاب ثاني لهالمؤلف."
0,"كتاب عظيم. حبيته! جابوا سالفة فيلم، وين هو؟: قال الناشر انه عن قريب بيكون فيلم. في أحد يعرف انه اذا صار فيلم أو لا؟"
0,"يصير التنبؤ به وليه نهاية ضعيفة: قريت كل روايات سكاربيتا وهاذي مو الأسوأ (يمكن تكون سبب الوفاة) بس في الأغلب يمكن تكون جدي. اتوقعت ان القصة تبدي بشكل زين، بس النهاية كانت ضعيفة المؤامرة تقدر تتنبأ فيها. لوسي لوعة أزيد من اي وقت راح وأتمنى إن تموت للحين سكاربيتا مادية بجنون وشايفة روحها وصارت قديمة. واحد من آلام المغص هو صعب انك تصدق ان كل وكالات الجريمة والإعلام ما عندهم أي معرفة عن خلفية عائلة القاتل المتسلسلة (أفراد الأسرة القريبين - الخوات التوائم). نصيحتي - لا تخلي روايتك الأولي اللي بتقرأها تكون لسكاربيتا."
0,جوهرة تاريخية هدفها يحجب عنوانها: بديت أضحك في الفصل الثاني …. استناست بالكتاب عقب ما حسّيت إني ما بتعلم شي جديد. يبين إنها معجزة ان نفر طول ?? سنة عقب ما انتشرت اول مرة .. هالكتاب فيه اقتباسات تخلي التطرّف السياسي يخجل. شهرة حق اللي يملك حقوق النشر.
0,"عمل خيالي فيه خيال واجد: حسّيت بخيبة أمل قوية في هالديموغرافيا الحزينة المزرية. أكيد، في ذاك الوقت ما كان في بحث Google ولا لابتوبات. بس واجد من البيانات الاقتصادية كانت متوفرة واللي تخلي المؤلف يتحايل عليها. يمكن كان أعظم فشل في هالكتاب هو مقارنة مجال الإقتصاد بالعلوم الثانية. حتى ويا الموارد التحليلية الْيَوْمَ، للحين رجال الإقتصاد في كل العالم يتمسكون بتوقعاتهم واستنتاجاتهم."
0,منتج حليو: وصتني وحدة من الصديقات بهالمنتج حق شد البطن حق أحصل على طلة حليوة بالنفنوف. جبت الحجم المتوسط متابعة دليل القياسات بس أني أحتاج الحجم الصغير. كان صعب واجد أحطه من جدي احتجت حق المساعدة.
0,"مو مستانسة: كنت صدق مو راضية عن هذا. طالعت ويش قال البقية وطلبت هالمنتج على حسب حجمي قبل الحمل. هي صغيرة واجد عقب ? أسابيع من الولادة. جربتها الحين مرة ثانية عقب عشرة أسابيع من الولادة، بس في البداية كانت محطمة لاحترام الذات."
0,"منتج لطيف: حبته زوجتي، بس للأسف اشترينا حجم غلط. كتبت تعليق عن أحجام النفانيف واختارت الحجم اللي وصلنا ليه واستلمنا الثياب بس كانت صغيرة واجد .. كانت متحمسة صدق حق تستلم الثياب بس حست بخيبة أمل لما ما كانت مناسبة."
0,"خيبة أمل ثانية من هينجز: هالرواية ( الممتدة ل??? صفحة بهوامش واسعة وأسطر متباعدة في المسافات) تنقرا وكأنها معالجة حق نص سينمائي. في تشونة من تطور الشخصية، والحوار اللي نفس الأفلام، وواجد طيش. النهاية مو مرضية بالمرة، وخلتني أفكر إن في إعداد حق كتاب ثاني .. سعر الغلاف يخليك تنزهق."
0,"قريت واجد من كتب جاك هينغز، وتوقعي المتواضع يقول ان هذا هو ازيد واحد فقر للحين. لما تصفحت الصفحات، صار الشي أزيد صعوبة في تصديق البساطة اللي يتجول بها السيد ديلون في الأحداث الماشية. القصة ما فيها خيال و تتلخص في قصة قصيرة."
0,"من وين تبدي الرواية؟ شفت إن فيها موعظة، طويلة. تملل واجد من خلال مقدمة فيها كلمات واجد."
0,"تباعد عن هالشي: بتصير النسخة المختصرة من هالكتاب مثل:""الغلط أمر ما في مفر منه. علشان جدي أستفيد من المواقف السيئة .. انت مو بحاجة الى قراءة جمل طويلة بغيضة. الكتاب بكبره عن شكوى وحدة كبيرة. من البنية اللي تسوي الزنا .. لغة متينة تعور، قصة غبية، أسلوب غريب … تباعد عن كل شي يخلي القاري الترفيهي يستحمق."
0,أوكي: وصتني جارتي بهالكتاب. بس أتوقع ان هالكتاب من الكتب اللي ما يتوصى بها … ما عجبني واجد …
0,"هالطبعة مو كاملة:، هالطبعة تتجاهل الفصل التمهيدي للمؤلف،""البيت المخصص"". صح إن الفصل طويل ويملل ويطوفه ناس واجد. بس، ومع هالشي، يخلي الكتاب ما منه فايدة بالنسبة حق الفصول الدراسية، وخلونا نواجه الشي، منهو بيقراه؟ هادي مو القراءة الصيفية الخفيفة بالمرة. في الصدق، على عكس النص المختصر، ما في شي بالمرة: لا حق قدام، لا دليل حق القاري، ولا سيرة ذاتية للمؤلف. ولا شي. علشان جدي. مو كتاب المدرسة أزيد فايدة. على الصوب المضوى، هو ملتزم عدل والنوع سهل القراءة. رجعت الكتاب وأدور على الإصدار الملائم أزيد."
0,يخوف: الكتاب اللي قرأته والأزيد إخافة! هو لغز غامض/ رومانسي في كتاب واحد يخوف! وأحب أقراه مرة ثانية.
0,"خسارة فلوس. اشتريت هاللعبة قبل تقريباً ?? دقيقة. شغلتها لمدة ? دقايق وبغيت افلتها بعيد. الرسومات ضعيفة، تشتغل بشكل متقطع وممل. تمنيت صدق تمنيت لو استاجرتها اول. انا رايح عشان اغيرها تجاريا اسرع ما يمكن."
0,"يعور: لازم يكون هالكتاب واحد من ازيد الأعمال الأدبية اللي تملل عدل. هوثورن كاتبة عجيبة، بس ما اعرف شلون خلاها هالكتاب من القائمة المقدسة اللي نسميها ""الكلاسيكية"". يمكن يكون بسبة الإسم؟"
0,"يعور: لازم يكون هالكتاب واحد من ازيد الأعمال الأدبية اللي تملل عدل. هوثورن كاتبة عجيبة، بس ما اعرف شلون خلاها هالكتاب من القائمة المقدسة اللي نسميها ""الكلاسيكية"". يمكن يكون بسبة الإسم؟"
0,"القاري العجيب: ما قدرت اسمع هالكتاب لأن صوت المرة اللي تقرأه فظيع يخوف. ما اقدر أعطي رايي عن الكتاب الأصلي. بس لو ويش تسوي حاول تشوف كتاب بقاري مختلف، اذا كنت تحب الكتب المسموعة."
0,"خطاب ""القرمزي"": عجبني واجد، انحط هالكتاب على القوائم المحظورة في جم ولاية. هي دراسة ممتازة حق الخراب اللي صار عن الذنب. مع إن القصة تلمح واجد إلى الزنا، إلا إنه ما في تفاصيل بيانية تخليها مو مناسبة حق الاستخدام في الصف في المدرسة الثانوية. ينشرح كل الأمراض اللي تصير بسبة الشعور بالذنب والصحة الزينة حق اللي تغلبوا عليها."
0,"مع إن هالكتاب، يعتبر عمل حليو من الأدب إلا إنه يملل يملل، وهو أصلا ما في حدث صدقي في هالكتاب. ما في شي يجدب الانتباه في هالكتاب. مع إن المؤلف سوى شغل إبداعي في إبداء وجهة نظره، إلا إنه للحين أخس كتاب قريته في حياتي. ما بوصي بهالكتاب بالمرة. هالكتاب زين للدراسة، بس مو كتاب زين للقراءة حق تستانس فيه تحت أي ظرف!!"
0,"هالكتاب حليو!: يمكن الواحد يلاحظ ان واجد من المراجعات السلبية لهالكتاب فيها أغلاط نحوية وإملائية واجد. مع إني أحترم اللي ما يحبون الكتاب. أتوقع ان هالكتاب بيكون حليو، اذا كنت تبغي تفهمه عدل."
0,"اضطريت اقراه: اضطريت أقرأ هالكتاب حق المدرسة. ما حبيته. مو متأكد من هدف هالقصة؛ خبروني واجد من الناس عن رأيهم في الشي، بس ما اتفق وياهم وما يتفقون ويا بعضهم البعض."
0,"يمكن أحلى فيلم من أي وقت راح. يبدي الشغل بطيء عدل، بس بمجرد ما تبدي نكات التوظيف هو يبدي في الحلاوة."
0,"صحن تصخين الأكل حق الجهال: جربنا صحن التصخين. شفنا صحن صغير عدل حق ولدنا اللي عمره سنة، وما كان فيه ماي كافية حتى تظل دافية. أتوقع إنه بيكون زين حق جاهل بعده يرضع، مع ان أتوقع ان استخدام بطانية بتشتغل زين بعد."
0,مو زين حق القراءة!: جودة الطباعة سيئة عدل لدرجة ان ما اقدر اقراه. النجوم الصفرية كانت تلائم أزيد.
0,"تستخدم حق مشروع الدوائر: استخدمت المولد حق مشروع الدوائر ويشتغل زين ويا شوية مقاومة، بس يبين أن توصيلات الأسلاك رخيصة ورخوة عدل. أوصي بشراية بتاري تشتغل بتاري قابلة للشحن اذا كنت تخاف على البيئة."
0,واحد من أخس الأفلام: !!! فيلم غبي. الرسوم المتحركة حليوة بس النتيجة سيئة. فكر في هالشي كدليل قبل لا تطالعه.
0,"مخيب عدل للآمال: فيلم مكرر ومو مخصص حق الجهال. هو فيلم آدم ساندلر النموذجي، ويا   لغة   كريهة وروح تضحك. ما  يونس بالمرة."
0,"ثمان ليالي مجنونة: يمكن كان فيلم حليو فيه رسالة زين حق الجهال، بس النكت القوية واللغة السيئة والمراجع الجنسية الصريحة خلته مو مناسب حق ولدي ابو ?? سنوات. من ناحية ثانية، كانت الحبكة الدقيقة حق الجهال اللي عمرهم فوق ?? سنوات واضحة ومبسطة عدل بالنسبة حق معظم البالغين."
0,"مو الأسوأ، بس هو بعيد عن الزين: هالفيلم عنده شرف عجيب لأن أندرج في كتاب "" أفضل ?? فيلم في الحياة"". هو أكيد مو واحد من هادلين، لكن يالله يالله نسميه فيلم مناسب بعد. هو بالأحرى إطار فضفاض يمكن من خلاله يقدم ?? أغنية جديدة بطريقة طبيعية الى حد ما."
